Parameters,mean_test_recall,mean_test_precision,mean_test_f1,mean_test_roc_auc,mean_test_accuracy
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 130}",0.706275354,0.577300487,0.627950507,0.621801535,0.581836089
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 8, 'min_samples_split': 200}",0.705002685,0.584199382,0.63500131,0.621792149,0.597546249
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 6, 'min_samples_split': 390}",0.64285416,0.585164566,0.610610077,0.621788219,0.588573374
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 6, 'min_samples_split': 10}",0.660045637,0.585992348,0.618771107,0.621785206,0.58822255
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 130}",0.729160535,0.586632392,0.644324026,0.621785172,0.59383561
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 300}",0.699255787,0.591123769,0.635552208,0.621752868,0.599457118
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 5, 'min_samples_split': 310}",0.774827991,0.583797402,0.659021298,0.621735012,0.60079938
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 7, 'min_samples_split': 360}",0.634611637,0.584756299,0.606872554,0.621710546,0.586547119
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 150}",0.639539751,0.585529617,0.609888494,0.621688791,0.587334519
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 80}",0.607875139,0.589266385,0.596574543,0.621640547,0.586545858
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 360}",0.654664135,0.582639382,0.614147375,0.621634048,0.589021425
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 20}",0.581783925,0.597651519,0.589081195,0.621622338,0.590478316
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 140}",0.626151368,0.589853145,0.605895968,0.62159953,0.588898851
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 2, 'min_samples_split': 450}",0.656242046,0.583541204,0.614593485,0.621589835,0.588234908
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 7, 'min_samples_split': 10}",0.600723831,0.596003525,0.597708817,0.621567654,0.59305792
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 7, 'min_samples_split': 460}",0.628376054,0.59402644,0.609243269,0.621528618,0.595196409
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 480}",0.679466274,0.582688596,0.623831681,0.621465867,0.587673615
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 4, 'min_samples_split': 120}",0.598717388,0.584370439,0.589960275,0.621443047,0.581827387
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 320}",0.630861239,0.581387124,0.601195972,0.621431787,0.579028613
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 3, 'min_samples_split': 450}",0.662696369,0.585701533,0.62054467,0.621418729,0.593059938
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 30}",0.603393454,0.592682249,0.597609011,0.621416124,0.590249183
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 120}",0.638003599,0.590070211,0.61102735,0.621415702,0.591381354
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 460}",0.661099566,0.584669779,0.617143904,0.621400078,0.593049219
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 9, 'min_samples_split': 10}",0.565521596,0.600364432,0.582177271,0.621394274,0.591049067
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 400}",0.680130946,0.582778467,0.624472139,0.621375294,0.588453953
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 17, 'min_samples_split': 10}",0.570839465,0.601464637,0.585520404,0.621375207,0.593058172
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 6, 'min_samples_split': 430}",0.668766903,0.587746616,0.620971272,0.621368138,0.589575783
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 40}",0.68079512,0.578968686,0.623038986,0.621364758,0.586550524
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 340}",0.720687341,0.58009544,0.637126453,0.621335277,0.590022825
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 160}",0.689431872,0.587844448,0.631259449,0.621317267,0.594960592
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 3, 'min_samples_split': 130}",0.652051185,0.585050222,0.614879405,0.621238426,0.587785218
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 190}",0.612548222,0.588797873,0.599048442,0.621236849,0.58654775
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 330}",0.662280763,0.574941986,0.613615404,0.62123094,0.579471872
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 19, 'min_samples_split': 360}",0.757261176,0.574081502,0.64808262,0.621207769,0.586652417
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 40}",0.61877088,0.591752887,0.604163587,0.621198931,0.592270899
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 6, 'min_samples_split': 200}",0.611625537,0.588862491,0.599343026,0.621194169,0.587772103
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 80}",0.615440065,0.587512115,0.599887079,0.621183638,0.586995927
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 3, 'min_samples_split': 150}",0.633078468,0.584054901,0.60578081,0.621182469,0.585538531
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 4, 'min_samples_split': 490}",0.665631463,0.588359183,0.6221806,0.621164079,0.593847211
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 210}",0.637733654,0.583539115,0.60844215,0.62113681,0.587897199
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 2, 'min_samples_split': 90}",0.619018454,0.582687401,0.599957381,0.62113384,0.5841969
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 220}",0.641974228,0.588432762,0.613191533,0.621129591,0.591374923
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 380}",0.701953249,0.578371009,0.63227193,0.62111939,0.58879141
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 8, 'min_samples_split': 310}",0.705517718,0.579825481,0.634310344,0.621118384,0.590248175
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 100}",0.758208221,0.571477996,0.646080796,0.621111589,0.582166988
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 12, 'min_samples_split': 10}",0.562152502,0.601275942,0.580775471,0.621104982,0.591375175
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 400}",0.67207634,0.58434652,0.622600315,0.621102426,0.5895778
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 490}",0.60627784,0.590477851,0.594734165,0.621094019,0.589128488
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 18, 'min_samples_split': 10}",0.571080079,0.600341293,0.585007062,0.621076306,0.591374797
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 110}",0.672712178,0.583893472,0.620503815,0.621075819,0.591819191
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 410}",0.737563633,0.578916922,0.647371585,0.621044628,0.597320395
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 17, 'min_samples_split': 250}",0.722656499,0.575932512,0.633128826,0.620997969,0.587100972
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 6, 'min_samples_split': 360}",0.680299972,0.581297672,0.624413956,0.620971491,0.589799115
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 3, 'min_samples_split': 220}",0.64664234,0.580264779,0.610450785,0.620960253,0.584412792
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 450}",0.665864123,0.583590816,0.619187895,0.620954637,0.585079131
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 170}",0.622818565,0.585858736,0.602573017,0.620944387,0.585873718
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 6, 'min_samples_split': 310}",0.6649305,0.587333577,0.619860161,0.620915868,0.591933694
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 180}",0.651778257,0.582614588,0.613739028,0.620900925,0.585869683
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 390}",0.656257954,0.583855748,0.615891341,0.620898862,0.587220646
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 30}",0.640888482,0.586963884,0.610905069,0.620893059,0.588006154
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 7, 'min_samples_split': 20}",0.576223453,0.594071073,0.584570047,0.620865577,0.587002106
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 190}",0.681434438,0.576960671,0.623849581,0.620852558,0.586662884
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 440}",0.671590141,0.590181193,0.616864519,0.620842254,0.59440573
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 6, 'min_samples_split': 390}",0.670291123,0.584606946,0.622348245,0.620801573,0.590810351
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 300}",0.702703428,0.580808576,0.628102989,0.620791228,0.585425163
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 270}",0.603620645,0.585379854,0.592827349,0.620773377,0.583292475
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 350}",0.631032751,0.591773361,0.60892555,0.620759787,0.592384015
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 360}",0.6615972,0.592209372,0.622924257,0.620752624,0.59608671
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 280}",0.689868358,0.579980338,0.626962326,0.62066364,0.592047188
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 4, 'min_samples_split': 390}",0.642222797,0.585646141,0.609084654,0.620638962,0.586888107
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 370}",0.639304605,0.582607812,0.607707987,0.620590693,0.586439047
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 6, 'min_samples_split': 420}",0.630786172,0.588176855,0.607533898,0.620590183,0.592392086
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 490}",0.751656459,0.578089705,0.64991102,0.620581859,0.593507358
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 20}",0.576204065,0.599109428,0.586914988,0.620565061,0.590701144
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 8, 'min_samples_split': 480}",0.661155743,0.585076942,0.618030969,0.62054257,0.588791031
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 8, 'min_samples_split': 340}",0.675850601,0.585501704,0.625339997,0.620528769,0.593053885
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 360}",0.698555321,0.580960928,0.631662775,0.620520238,0.594396903
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 420}",0.677220709,0.577113601,0.620524645,0.620497394,0.583402691
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 480}",0.649435253,0.589455434,0.600589332,0.620488545,0.594285048
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 8, 'min_samples_split': 490}",0.63927776,0.584022842,0.605225042,0.62047488,0.586316599
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 10, 'min_samples_split': 290}",0.645712198,0.583918443,0.606915503,0.62047217,0.590361795
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 6, 'min_samples_split': 390}",0.617024439,0.587399702,0.599953077,0.620452387,0.585648873
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 340}",0.771544404,0.571378503,0.654130327,0.620452163,0.587107782
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 450}",0.692775612,0.572030815,0.623776511,0.620442712,0.583734473
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 16, 'min_samples_split': 340}",0.671174038,0.57925841,0.6152345,0.62043153,0.584298667
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 30}",0.601179705,0.590517216,0.595090704,0.620408069,0.586430472
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 10}",0.645311009,0.589594814,0.615506925,0.620401316,0.592720967
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 11, 'min_samples_split': 440}",0.672767857,0.590615821,0.616979879,0.620388426,0.594630449
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 3, 'min_samples_split': 440}",0.614756005,0.594879307,0.600565841,0.620381979,0.59250785
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 460}",0.721052239,0.578459048,0.638573541,0.620371233,0.594284039
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 10, 'min_samples_split': 10}",0.562160456,0.595586693,0.578107999,0.620370998,0.58666137
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 390}",0.658973314,0.585603691,0.617618783,0.620362835,0.588008424
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 120}",0.613468919,0.585358354,0.597446306,0.620305537,0.582618318
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 6, 'min_samples_split': 220}",0.706445872,0.581774636,0.632014216,0.620304519,0.5914893
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 5, 'min_samples_split': 100}",0.620348294,0.584778391,0.601451192,0.620264169,0.584295388
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 5, 'min_samples_split': 130}",0.610772451,0.58661258,0.597592912,0.62022744,0.58621458
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 6, 'min_samples_split': 40}",0.602089962,0.591831205,0.595995914,0.620186164,0.58755886
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 5, 'min_samples_split': 340}",0.655144866,0.584764983,0.616237825,0.620162336,0.588343989
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 160}",0.618358256,0.586414841,0.600643194,0.620155958,0.585874223
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 5, 'min_samples_split': 40}",0.596721882,0.587652053,0.591746953,0.620142186,0.584301694
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 7, 'min_samples_split': 200}",0.726065861,0.575084639,0.636019463,0.620104265,0.583176207
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 330}",0.738535038,0.580162351,0.647087129,0.620102014,0.591700778
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 7, 'min_samples_split': 470}",0.653996977,0.581737919,0.611983433,0.62003934,0.585083166
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 4, 'min_samples_split': 200}",0.632626571,0.589281342,0.607263984,0.620034719,0.588229738
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 14, 'min_samples_split': 230}",0.718861359,0.585285438,0.637975701,0.620021476,0.592943291
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 4, 'min_samples_split': 380}",0.630394925,0.580070316,0.602468878,0.620007699,0.582964855
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 4, 'min_samples_split': 300}",0.653165765,0.587830656,0.616136136,0.619985654,0.589130128
"{'criterion': 'gini', 'max_depth': 30, 'max_features': 4, 'min_samples_split': 350}",0.664057529,0.579211497,0.616812645,0.619973772,0.584297406
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 5, 'min_samples_split': 480}",0.668294623,0.581762864,0.619765129,0.619958558,0.586888738
"{'criterion': 'gini', 'max_depth': 15, 'max_features': 5, 'min_samples_split': 240}",0.654443406,0.583013921,0.615366005,0.619929684,0.587660752
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 450}",0.722218024,0.580701885,0.640259047,0.61992727,0.595861612
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 10, 'min_samples_split': 20}",0.578426265,0.590573185,0.584181013,0.619917893,0.58474924
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 4, 'min_samples_split': 320}",0.674330854,0.577197453,0.618072987,0.61991745,0.581494218
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 13, 'min_samples_split': 370}",0.702601018,0.577077359,0.630604416,0.619897023,0.587331492
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 9, 'min_samples_split': 300}",0.656459792,0.586430591,0.603626584,0.619883896,0.582839002
"{'criterion': 'gini', 'max_depth': 10, 'max_features': 7, 'min_samples_split': 390}",0.630831411,0.586728811,0.604491762,0.619881727,0.586882811
"{'criterion': 'gini', 'max_depth': 25, 'max_features': 8, 'min_samples_split': 20}",0.570627187,0.589613189,0.579664046,0.619876181,0.58272866
"{'criterion': 'gini', 'max_depth': 35, 'max_features': 7, 'min_samples_split': 440}",0.664947403,0.58777691,0.620670527,0.619867946,0.590923467
"{'criterion': 'gini', 'max_depth': 20, 'max_features': 15, 'min_samples_split': 10}",0.579092428,0.596740982,0.587641824,0.619829796,0.591038979
"{'criterion': 'gini', 'max_depth': 5, 'max_features': 12, 'min_samples_split': 330}",0.756167972,0.581971119,0.65397062,0.619821631,0.594510397
